schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	strict_coverage_pass	relaxed_coverage_pass	conservative_support_count	relaxed_support_count	conservative_support_pass	relaxed_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	category_acat_p	relaxed_category_acat_q	strict_category_acat_q	studywide_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	strict_non_mt_reference	relaxed_phase20_candidate	exploratory_q20	exploratory_inclusive	terminal_candidate_status	strict_rank	relaxed_rank	exploratory_inclusive_rank	top5_summary	top10_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_label	list_status
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Excitatory_neurons	RPLP2	non_mt_driver	FALSE	17	17	7	10	0	17	17	1.0	TRUE	TRUE	3	3	TRUE	TRUE	0.17647058823529413	3	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	23.85	30.19	7.361557636271578e-05	0.07202875171667501	0.07356036468044375	0.21746227626093997	7.361557636271578e-05	0.07202875171667501	1.1858977726745423	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	9	9	FALSE	TRUE	13	1.0	0.8461538461538461	0.8461538461538461	9	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Inhibitory_neurons	RPS15	non_mt_driver	FALSE	15	15	4	11	0	15	15	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.06666666666666667	1	Inh LAMP5 NRG1 (Rosehip)	1	AD_down_mito	13.55	13.55	1.531427736081805e-06	0.011370850940407403	0.009631149032218471	0.014860937281063665	1.531427736081805e-06	0.011370850940407403	0.7380196156507751	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	12	1.0	0.9166666666666666	0.9166666666666666	1	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Microglia	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	OPCs	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Oligodendrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	F_e4	Female	e4	Vasculature_cells	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Astrocytes	RPL11	non_mt_driver	FALSE	6	4	2	2	2	4	6	0.6666666666666666	FALSE	TRUE	1	1	TRUE	TRUE	0.25	1	Ast GRM3	1	AD_down_mito	12.13	12.13	3.797689770490488e-09	2.0765767665041986e-05	NA	9.847325181775825e-05	5.6965346614071385e-09	3.1148651528574236e-05	2.500051006593646	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	1	1	TRUE	TRUE	3	0.6666666666666666	0.6666666666666666	0.6666666666666666	1	relaxed_phase20_candidate	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Astrocytes	RPLP1	non_mt_driver	FALSE	6	6	2	4	0	6	6	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.16666666666666666	1	Ast GRM3	1	AD_down_mito	22.97	22.97	7.266770643022926e-07	0.001986735093802468	0.0035294705013162353	0.00942128739678319	7.266770643022926e-07	0.001986735093802468	1.1528016329161925	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	2	2	TRUE	TRUE	3	0.6666666666666666	0.6666666666666666	0.6666666666666666	2	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Astrocytes	RPL15	non_mt_driver	FALSE	6	6	4	2	0	6	6	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.16666666666666666	1	Ast GRM3	1	AD_down_mito	11.08	11.08	2.6560911041527867e-06	0.004841168719169146	0.006450317246435042	0.01897790259262002	2.6560911041527867e-06	0.004841168719169146	1.6418528762642204	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	3	3	TRUE	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	3	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Astrocytes	APOE	non_mt_driver	FALSE	6	6	3	3	0	6	6	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.3333333333333333	2	Ast DPP10|Ast GRM3	1	AD_down_mito	31.93	46.74	6.0763223877678055e-06	0.006850065590146441	0.007605790181817225	0.03458583421923408	6.0763223877678055e-06	0.006850065590146441	1.8423170397636905	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	4	4	TRUE	TRUE	3	1.0	1.0	1.0	5	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Astrocytes	LAPTM4A	non_mt_driver	FALSE	6	6	2	4	0	6	6	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.3333333333333333	2	Ast DPP10|Ast GRM3	1	AD_down_mito	23.27	34.55	6.263776143147807e-06	0.006850065590146441	0.007605790181817225	0.0348039264517647	6.263776143147807e-06	0.006850065590146441	1.8716132604733076	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	3	1.0	1.0	1.0	5	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	RPL11	non_mt_driver	FALSE	27	27	17	10	0	27	27	1.0	TRUE	TRUE	8	9	TRUE	TRUE	0.3333333333333333	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	2	AD_down_mito|AD_up_mito	8.96	20.96	1.8542923822573503e-13	1.6217641175222786e-09	1.4507983598781508e-09	2.1636625233131667e-08	1.8542923822573503e-13	1.6217641175222786e-09	3.559486134627508	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	14	1.0	1.0	1.0	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	SELENOW	non_mt_driver	FALSE	27	27	16	11	0	27	27	1.0	TRUE	TRUE	6	6	TRUE	TRUE	0.2222222222222222	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	2	AD_down_mito|AD_up_mito	10.23	20.04	1.390200272492834e-09	6.079345791611163e-06	5.438463465991967e-06	4.6346893884443956e-05	1.390200272492834e-09	6.079345791611163e-06	1.932082325692392	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	14	1.0	1.0	1.0	3	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	RPS13	non_mt_driver	FALSE	27	27	17	10	0	27	27	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.2222222222222222	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	11.285	34.06	3.1404811366535263e-09	9.155549340390581e-06	8.190374804392397e-06	9.161097523732002e-05	3.1404811366535263e-09	9.155549340390581e-06	1.946611658070745	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	14	1.0	1.0	1.0	3	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	TMEM147	non_mt_driver	FALSE	27	19	9	10	8	19	27	0.7037037037037037	FALSE	TRUE	4	4	TRUE	TRUE	0.21052631578947367	4	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	18.509999999999998	26.23	5.01348223320796e-08	0.00010961978902909204	NA	0.0009676832315212229	7.124422172346521e-08	0.0001557754907983567	1.783668293007386	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	14	1.0	1.0	1.0	4	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	LAMTOR5	non_mt_driver	FALSE	27	25	14	11	2	25	27	0.9259259259259259	TRUE	TRUE	5	5	TRUE	TRUE	0.2	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	13.98	19.15	1.135699804150348e-06	0.0019865660974197888	0.0022214288169180806	0.013251799594747921	1.2265558455522162e-06	0.002145491485039937	1.4930499057872577	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	14	1.0	1.0	1.0	9	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	SSR2	non_mt_driver	FALSE	27	25	13	12	2	25	27	0.9259259259259259	TRUE	TRUE	6	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	13.05	39.3	1.6556870235321693e-06	0.002413439784635392	0.0025341819330180477	0.014860937281063665	1.7881420990864802e-06	0.002428128306986837	1.6893323860776293	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	6	6	FALSE	TRUE	14	1.0	1.0	1.0	7	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	RPL29	non_mt_driver	FALSE	27	27	15	12	0	27	27	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.2222222222222222	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	9.905	25.55	1.943391052927951e-06	0.002428128306986837	0.0025341819330180477	0.016283816839057042	1.943391052927951e-06	0.002428128306986837	1.3856971176461879	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	7	7	FALSE	TRUE	14	1.0	1.0	1.0	9	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	PRDX1	non_mt_driver	FALSE	27	27	16	11	0	27	27	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.2222222222222222	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	2	AD_down_mito|AD_up_mito	6.055	7.0	2.2889384357548986e-06	0.002502381944889043	0.002558379188763761	0.01780549949584164	2.2889384357548986e-06	0.002502381944889043	1.6448254618269087	TRUE	TRUE	FALSE	TRUE	driver_candidate	7	8	8	FALSE	TRUE	14	1.0	1.0	1.0	9	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	GABARAPL2	non_mt_driver	FALSE	27	27	15	12	0	27	27	1.0	TRUE	TRUE	8	8	TRUE	TRUE	0.2962962962962963	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6b|Exc RELN CHD7	2	AD_down_mito|AD_up_mito	9.42	42.58	5.41076779702748e-06	0.005258063905866927	0.005291730905492876	0.03237692459632587	5.41076779702748e-06	0.005258063905866927	1.7741219499732892	TRUE	TRUE	FALSE	TRUE	driver_candidate	8	9	9	FALSE	TRUE	14	1.0	1.0	1.0	18	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Excitatory_neurons	RPLP2	non_mt_driver	FALSE	27	27	13	14	0	27	27	1.0	TRUE	TRUE	7	8	TRUE	TRUE	0.2962962962962963	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc RELN CHD7	1	AD_down_mito	26.71	81.88	8.03007483933089e-06	0.007023103454478796	0.006980811726991654	0.042590056934203896	8.03007483933089e-06	0.007023103454478796	1.6078195071860464	TRUE	TRUE	FALSE	TRUE	driver_candidate	9	10	10	FALSE	TRUE	14	1.0	1.0	1.0	17	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Inhibitory_neurons	RPS15	non_mt_driver	FALSE	19	19	13	6	0	19	19	1.0	TRUE	TRUE	8	9	TRUE	TRUE	0.47368421052631576	9	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L1-6 LAMP5 CA13|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	1	AD_down_mito	18.38	44.41	1.9537677466216327e-06	0.012916258472809862	0.010803738680517531	0.016283816839057042	1.9537677466216327e-06	0.014435836237553913	2.389071956080676	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	10	1.0	1.0	1.0	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Inhibitory_neurons	LAMTOR5	non_mt_driver	FALSE	19	17	14	3	2	17	19	0.8947368421052632	TRUE	TRUE	4	5	TRUE	TRUE	0.29411764705882354	5	Inh CUX2 MSR1|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh VIP CLSTN2	1	AD_down_mito	12.31	30.67	3.3963340712095352e-06	0.012916258472809862	0.010803738680517531	0.023311637927353728	3.795907503958431e-06	0.014435836237553913	1.8927309563825712	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	10	1.0	0.9	0.9	2	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Inhibitory_neurons	RPLP1	non_mt_driver	FALSE	19	19	10	9	0	19	19	1.0	TRUE	TRUE	7	9	TRUE	TRUE	0.47368421052631576	9	Inh CUX2 MSR1|Inh ENOX2 SPHKAP|Inh L1-6 LAMP5 CA13|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	1	AD_down_mito	16.57	30.02	6.04974870833606e-06	0.015338129558534691	0.012829500427478005	0.03458583421923408	6.04974870833606e-06	0.015338129558534691	2.1103604900654616	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	10	1.0	1.0	1.0	3	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Microglia	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	OPCs	RPS15	non_mt_driver	FALSE	2	2	1	1	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	13.06	13.06	1.9547513654276126e-16	1.2318843104924814e-12	1.2318843104924814e-12	4.561764166471111e-11	1.9547513654276126e-16	1.2318843104924814e-12	8.004969235249884	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	OPCs	FTL	non_mt_driver	FALSE	2	2	2	0	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	8.18	8.18	3.571082885216869e-08	0.00011252482171318355	0.00011252482171318355	0.0007576149734157185	3.571082885216869e-08	0.00011252482171318355	3.9797350168317918	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	OPCs	ANKRD11	non_mt_driver	FALSE	2	2	2	0	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	6.34	6.34	1.8819060536192385e-07	0.0003953257316636147	0.0003953257316636147	0.0027448540745063405	1.8819060536192385e-07	0.0003953257316636147	3.579211627320304	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	OPCs	BEX3	non_mt_driver	FALSE	2	2	2	0	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	23.95	23.95	3.4342781008737965e-05	0.054107051479266664	0.054107051479266664	0.12834464554105646	3.4342781008737965e-05	0.054107051479266664	2.6852628439736703	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	OPCs	RPL18	non_mt_driver	FALSE	2	2	1	1	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	OPC	1	AD_down_mito	6.39	6.39	6.317623009100574e-05	0.07962732040670364	0.07962732040670364	0.1939909271562872	6.317623009100574e-05	0.07962732040670364	2.2502381433977066	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	5	5	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Oligodendrocytes	RPL11	non_mt_driver	FALSE	2	2	1	1	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	Oli	1	AD_down_mito	28.46	28.46	1.8158810685601265e-05	0.07846422097248307	0.07846422097248307	0.08309186925641952	1.8158810685601265e-05	0.07846422097248307	2.5209712972813674	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	1	1	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e2	Male	e2	Vasculature_cells	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e33	Male	e33	Astrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e33	Male	e33	Excitatory_neurons	WDR82	non_mt_driver	FALSE	20	20	8	12	0	20	20	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.1	2	Exc L5-6 RORB LINC02196|Exc L6 CT	1	AD_up_mito	26.065	37.32	2.6836189432846863e-06	0.02322672195412896	0.020798046810456317	0.01897790259262002	2.6836189432846863e-06	0.02322672195412896	0.8132803123816584	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	12	1.0	0.9166666666666666	0.9166666666666666	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e33	Male	e33	Inhibitory_neurons	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e33	Male	e33	Microglia	HSPH1	non_mt_driver	FALSE	2	2	1	1	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	Mic P2RY12	1	AD_down_mito	113.07	113.07	2.090858651302016e-06	0.00855579360112785	0.00855579360112785	0.01682550005989824	2.090858651302016e-06	0.00855579360112785	2.9903526607705437	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e33	Male	e33	Microglia	CHORDC1	non_mt_driver	FALSE	2	2	1	1	0	2	2	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.5	1	Mic P2RY12	1	AD_down_mito	364.33	364.33	1.8815307583912762e-05	0.03849611931668551	0.03849611931668551	0.08386548519594678	1.8815307583912762e-05	0.03849611931668551	2.513259336559249	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	localized_single_fine_type	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e33	Male	e33	OPCs	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e33	Male	e33	Oligodendrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e33	Male	e33	Vasculature_cells	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e4	Male	e4	Astrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e4	Male	e4	Excitatory_neurons	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e4	Male	e4	Inhibitory_neurons	RPS15	non_mt_driver	FALSE	11	11	4	7	0	11	11	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.18181818181818182	2	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4	1	AD_down_mito	26.66	38.99	4.887115094789486e-06	0.034923324467365666	0.02744603837233775	0.030013059880021915	4.887115094789486e-06	0.034923324467365666	1.1559244439989798	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	9	1.0	0.8888888888888888	0.8888888888888888	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e4	Male	e4	Microglia	RPL11	non_mt_driver	FALSE	3	3	2	1	0	3	3	1.0	TRUE	TRUE	1	2	TRUE	TRUE	0.6666666666666666	2	Mic P2RY12|Mic TPT1	1	AD_down_mito	20.560000000000002	23.77	4.0200703773023106e-06	0.017318463185418354	0.01692449628844273	0.026059882883619045	4.0200703773023106e-06	0.017318463185418354	2.7079072413155614	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	2	1.0	0.5	0.5	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top10_v1	M_e4	Male	e4	OPCs	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
